url_path,views_total,views_unique
/savi-ai/savi-gps,15,3
/savi-ai/savi-gps/pulse,6,1
/savi-ai/savi-gps/pulls,5,1
/savi-ai/savi-gps/graphs/traffic,4,1
/savi-ai/savi-gps/actions/metrics/usage,3,1
/savi-ai/savi-gps/compare/feat/savi-teammate,2,1
/savi-ai/savi-gps/graphs/commit-activity,2,1
/savi-ai/savi-gps/graphs/contributors,2,1
/savi-ai/savi-gps/pull/8,2,1
/savi-ai/savi-gps/tree/github-repo-stats,2,1
