url_path,views_total,views_unique
/savi-ai/savi-gps,5,2
/savi-ai/savi-gps/graphs/traffic,2,1
/savi-ai/savi-gps/pulse,2,1
/savi-ai/savi-gps/actions/metrics/usage,1,1
/savi-ai/savi-gps/graphs/commit-activity,1,1
/savi-ai/savi-gps/graphs/community,1,1
/savi-ai/savi-gps/graphs/contributors,1,1
/savi-ai/savi-gps/issues,1,1
/savi-ai/savi-gps/pulls,1,1
/savi-ai/savi-gps/security,1,1
