url_path,views_total,views_unique
/savi-ai/savi-gps,10,3
/savi-ai/savi-gps/graphs/traffic,2,1
/savi-ai/savi-gps/pull/8,2,1
/savi-ai/savi-gps/pulls,2,1
/savi-ai/savi-gps/pulse,2,1
/savi-ai/savi-gps/tree/github-repo-stats,2,1
/savi-ai/savi-gps/tree/github-repo-stats/savi-ai/savi-gps,2,1
/savi-ai/savi-gps/actions/metrics/usage,1,1
/savi-ai/savi-gps/blob/github-repo-stats/savi-ai/savi-gps/latest-report/report.html,1,1
/savi-ai/savi-gps/compare,1,1
